Season,Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,Donovan Mitchell,21,UTA,NBA,SG,79,71,33.4,7.5,17.2,0.437,2.4,7,0.34,5.2,10.3,0.502,0.506,3,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5
2018-19,Donovan Mitchell,22,UTA,NBA,SG,77,77,33.7,8.6,19.9,0.432,2.4,6.7,0.362,6.1,13.1,0.468,0.493,4.1,5.1,0.806,0.8,3.3,4.1,4.2,1.4,0.4,2.8,2.7,23.8
2019-20,Donovan Mitchell,23,UTA,NBA,SG,69,69,34.3,8.7,19.4,0.449,2.5,6.9,0.366,6.2,12.6,0.494,0.513,4,4.7,0.863,0.8,3.6,4.4,4.3,1,0.2,2.7,2.5,24
2020-21,Donovan Mitchell,24,UTA,NBA,PG,53,53,33.4,9,20.6,0.438,3.4,8.7,0.386,5.7,11.9,0.476,0.52,5,6,0.845,0.9,3.5,4.4,5.2,1,0.3,2.8,2.2,26.4
2021-22,Donovan Mitchell,25,UTA,NBA,SG,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3,2.4,25.9
2001-02,Gilbert Arenas,20,GSW,NBA,PG,47,30,24.6,3.7,8.2,0.453,0.8,2.4,0.345,2.9,5.8,0.498,0.504,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9
2002-03,Gilbert Arenas,21,GSW,NBA,PG,82,82,35,6.2,14.4,0.431,1.3,3.8,0.348,4.9,10.6,0.461,0.478,4.5,5.7,0.791,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3
2003-04,Gilbert Arenas,22,WAS,NBA,PG,55,52,37.6,6.5,16.6,0.392,2.3,6.1,0.375,4.2,10.6,0.401,0.46,4.3,5.8,0.748,1,3.6,4.6,5,1.9,0.2,4.1,3.2,19.6
2004-05,Gilbert Arenas,23,WAS,NBA,PG,80,80,40.9,8.2,19,0.431,2.6,7,0.365,5.6,12,0.469,0.498,6.5,8,0.814,1,3.7,4.7,5.1,1.7,0.3,3,3.1,25.5
2005-06,Gilbert Arenas,24,WAS,NBA,PG,80,80,42.3,9.3,20.9,0.447,2.5,6.8,0.369,6.8,14.1,0.485,0.507,8.2,10,0.82,0.7,2.8,3.5,6.1,2,0.3,3.7,3.6,29.3
2006-07,Gilbert Arenas,25,WAS,NBA,PG,74,73,39.8,8.7,20.9,0.418,2.8,7.9,0.351,6,13,0.459,0.484,8.2,9.7,0.844,0.8,3.7,4.6,6,1.9,0.2,3.2,3.4,28.4
2007-08,Gilbert Arenas,26,WAS,NBA,PG,13,8,32.7,6,15.1,0.398,1.7,6,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4
2008-09,Gilbert Arenas,27,WAS,NBA,PG,2,2,31.5,3,11.5,0.261,1,3.5,0.286,2,8,0.25,0.304,6,8,0.75,0.5,4,4.5,10,0,0.5,0.5,2,13
2009-10,Gilbert Arenas,28,WAS,NBA,PG,32,32,36.5,7.9,19.3,0.411,2,5.7,0.348,5.9,13.6,0.437,0.462,4.8,6.5,0.739,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3,22.6
2010-11,Gilbert Arenas,29,TOT,NBA,PG,70,16,25.7,3.8,10.5,0.366,1.4,4.7,0.297,2.5,5.8,0.423,0.433,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8
2010-11,Gilbert Arenas,29,WAS,NBA,PG,21,14,34.6,6.2,15.7,0.394,2.2,6.9,0.324,4,8.8,0.449,0.465,2.7,3.2,0.836,0.3,3,3.3,5.6,1.4,0.6,3.4,3.6,17.3
2010-11,Gilbert Arenas,29,ORL,NBA,PG,49,2,21.8,2.8,8.2,0.344,1,3.7,0.275,1.8,4.5,0.401,0.406,1.3,1.8,0.744,0.3,2.1,2.4,3.2,0.9,0.2,2.2,2.3,8
2011-12,Gilbert Arenas,30,MEM,NBA,PG,17,0,12.4,1.5,3.8,0.406,0.8,2.3,0.333,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2
1994-95,Jason Kidd,21,DAL,NBA,PG,79,79,33.8,4.2,10.8,0.385,0.9,3.3,0.272,3.3,7.6,0.433,0.426,2.4,3.5,0.698,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1.8,11.7
1995-96,Jason Kidd,22,DAL,NBA,PG,81,81,37.5,6.1,16,0.381,1.6,4.9,0.336,4.4,11.1,0.401,0.433,2.8,4.1,0.692,2.5,4.3,6.8,9.7,2.2,0.3,4,1.9,16.6
1996-97,Jason Kidd,23,TOT,NBA,PG,55,45,35.7,3.9,9.6,0.403,1.1,3,0.37,2.8,6.6,0.418,0.46,2,3,0.679,1.2,3.4,4.5,9,2.3,0.4,2.6,2.1,10.9
1996-97,Jason Kidd,23,DAL,NBA,PG,22,22,36,3.4,9.2,0.369,1,3,0.323,2.5,6.3,0.391,0.421,2.1,3.1,0.667,1.4,2.7,4.1,9.1,2,0.4,3,1.9,9.9
1996-97,Jason Kidd,23,PHO,NBA,PG,33,23,35.5,4.2,9.9,0.423,1.2,3,0.4,3,6.8,0.434,0.485,2,2.9,0.688,1,3.8,4.8,9,2.4,0.4,2.3,2.2,11.6
1997-98,Jason Kidd,24,PHO,NBA,PG,82,82,38,4.4,10.5,0.416,0.9,2.8,0.313,3.5,7.6,0.454,0.458,2,2.5,0.799,1.3,4.9,6.2,9.1,2,0.3,3.2,1.7,11.6
1998-99,Jason Kidd,25,PHO,NBA,PG,50,50,41.2,6.2,14,0.444,0.9,2.5,0.366,5.3,11.5,0.461,0.476,3.6,4.8,0.757,1.7,5,6.8,10.8,2.3,0.4,3,2.2,16.9
1999-00,Jason Kidd,26,PHO,NBA,PG,67,67,39,5.2,12.8,0.409,0.8,2.5,0.337,4.4,10.3,0.427,0.442,3,3.7,0.829,1.4,5.8,7.2,10.1,2,0.4,3.4,2.2,14.3
2000-01,Jason Kidd,27,PHO,NBA,PG,77,76,39.8,5.9,14.2,0.411,0.9,3,0.297,5,11.2,0.442,0.443,4.3,5.2,0.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9
2001-02,Jason Kidd,28,NJN,NBA,PG,82,82,37.3,5.4,13.9,0.391,1.4,4.4,0.321,4,9.4,0.424,0.442,2.5,3,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7
2002-03,Jason Kidd,29,NJN,NBA,PG,80,80,37.4,6.4,15.6,0.414,1.6,4.6,0.341,4.9,10.9,0.445,0.465,4.2,5,0.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7
2003-04,Jason Kidd,30,NJN,NBA,PG,67,66,36.6,5.5,14.3,0.384,1.4,4.4,0.321,4.1,9.9,0.411,0.433,3.1,3.7,0.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5
2004-05,Jason Kidd,31,NJN,NBA,PG,66,65,36.9,5.2,13,0.398,2,5.4,0.36,3.2,7.5,0.425,0.473,2.2,2.9,0.74,1.4,6,7.4,8.3,1.9,0.1,2.5,1.7,14.4
2005-06,Jason Kidd,32,NJN,NBA,PG,80,80,37.2,4.6,11.3,0.404,1.7,4.9,0.352,2.8,6.4,0.445,0.481,2.4,3.1,0.795,1.1,6.2,7.3,8.4,1.9,0.4,2.4,2,13.3
2006-07,Jason Kidd,33,NJN,NBA,PG,80,80,36.7,4.6,11.4,0.406,1.6,4.5,0.343,3.1,6.8,0.448,0.475,2.2,2.9,0.778,1.7,6.5,8.2,9.2,1.6,0.3,2.7,1.8,13
2007-08,Jason Kidd,34,TOT,NBA,PG,80,80,36.3,3.8,9.9,0.385,1.5,3.9,0.381,2.3,6,0.387,0.46,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8
2007-08,Jason Kidd,34,NJN,NBA,PG,51,51,37.2,3.9,10.8,0.366,1.6,4.6,0.356,2.3,6.1,0.374,0.443,1.8,2.2,0.82,1.1,6.9,8.1,10.4,1.5,0.3,3.6,1.8,11.3
2007-08,Jason Kidd,34,DAL,NBA,PG,29,29,34.9,3.6,8.4,0.426,1.2,2.6,0.461,2.4,5.8,0.411,0.498,1.5,1.9,0.815,1.2,5.2,6.5,9.5,2.1,0.4,2.8,2.6,9.9
2008-09,Jason Kidd,35,DAL,NBA,PG,81,81,35.6,3.2,7.6,0.416,1.6,4,0.406,1.6,3.6,0.427,0.522,1.1,1.3,0.819,1,5.1,6.2,8.7,2,0.5,2.3,2.1,9
2009-10,Jason Kidd,36,DAL,NBA,PG,80,80,36,3.6,8.4,0.423,2.2,5.2,0.425,1.4,3.2,0.42,0.554,1,1.2,0.808,0.6,5,5.6,9.1,1.8,0.4,2.4,1.8,10.3
2010-11,Jason Kidd,37,DAL,NBA,PG,80,80,33.2,2.7,7.5,0.361,1.7,4.9,0.34,1,2.6,0.4,0.472,0.8,1,0.87,0.4,4,4.4,8.2,1.7,0.4,2.2,1.5,7.9
2011-12,Jason Kidd,38,DAL,NBA,PG,48,48,28.7,2.1,5.7,0.363,1.6,4.6,0.354,0.4,1,0.4,0.507,0.5,0.6,0.786,0.3,3.8,4.1,5.5,1.7,0.2,1.9,1.7,6.2
2012-13,Jason Kidd,39,NYK,NBA,SG,76,48,26.9,2,5.4,0.372,1.5,4.3,0.351,0.5,1.1,0.452,0.511,0.5,0.6,0.833,0.7,3.6,4.3,3.3,1.6,0.3,1,1.6,6
2017-18,Jayson Tatum,19,BOS,NBA,SF,80,80,30.5,5,10.4,0.475,1.3,3,0.434,3.7,7.4,0.492,0.538,2.7,3.2,0.826,0.6,4.4,5,1.6,1,0.7,1.4,2.1,13.9
2018-19,Jayson Tatum,20,BOS,NBA,SF,79,79,31.1,5.9,13.1,0.45,1.5,3.9,0.373,4.4,9.2,0.483,0.506,2.5,2.9,0.855,0.9,5.2,6,2.1,1.1,0.7,1.5,2.1,15.7
2019-20,Jayson Tatum,21,BOS,NBA,PF,66,66,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1,6,7,3,1.4,0.9,2.3,2.1,23.4
2020-21,Jayson Tatum,22,BOS,NBA,SF,64,64,35.8,9.5,20.6,0.459,2.9,7.6,0.386,6.5,13,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4
2021-22,Jayson Tatum,23,BOS,NBA,SF,76,76,35.9,9.3,20.6,0.453,3,8.6,0.353,6.3,12,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8,4.4,1,0.6,2.9,2.3,26.9
1996-97,Jermaine O'Neal,18,POR,NBA,PF,45,0,10.2,1.5,3.4,0.451,0,0,0,1.5,3.4,0.454,0.451,1,1.7,0.603,0.9,1.9,2.8,0.2,0,0.6,0.6,1,4.1
1997-98,Jermaine O'Neal,19,POR,NBA,PF,60,9,13.5,1.9,3.9,0.485,0,0,0,1.9,3.8,0.489,0.485,0.8,1.5,0.506,1.3,2,3.4,0.3,0.3,1,0.9,1.7,4.5
1998-99,Jermaine O'Neal,20,POR,NBA,PF,36,1,8.6,1,2.3,0.434,0,0,0,1,2.3,0.439,0.434,0.5,1,0.514,1.2,1.5,2.7,0.4,0.1,0.4,0.4,1.1,2.5
1999-00,Jermaine O'Neal,21,POR,NBA,C,70,8,12.3,1.5,3.2,0.486,0,0,0,1.5,3.2,0.489,0.486,0.8,1.4,0.582,1.4,1.9,3.3,0.3,0.2,0.8,0.7,1.8,3.9
2000-01,Jermaine O'Neal,22,IND,NBA,C,81,80,32.6,5,10.7,0.465,0,0.1,0,5,10.7,0.468,0.465,2.9,4.8,0.601,3.1,6.7,9.8,1.2,0.6,2.8,2,3.5,12.9
2001-02,Jermaine O'Neal,23,IND,NBA,PF,72,72,37.6,7.5,15.7,0.479,0,0.2,0.071,7.5,15.5,0.484,0.48,3.9,5.7,0.688,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19
2002-03,Jermaine O'Neal,24,IND,NBA,PF,77,76,37.2,7.9,16.4,0.484,0.1,0.3,0.333,7.8,16.1,0.487,0.487,4.8,6.6,0.731,2.6,7.7,10.3,2,0.9,2.3,2.3,3.6,20.8
2003-04,Jermaine O'Neal,25,IND,NBA,PF,78,78,35.7,7.8,17.9,0.434,0,0.2,0.111,7.8,17.7,0.438,0.435,4.5,5.9,0.757,2.5,7.5,10,2.1,0.8,2.6,2.3,3.2,20.1
2004-05,Jermaine O'Neal,26,IND,NBA,PF,44,41,34.8,8.8,19.4,0.452,0,0.1,0.167,8.8,19.3,0.454,0.453,6.7,8.9,0.754,1.9,6.9,8.8,1.9,0.6,2,3,3.9,24.3
2005-06,Jermaine O'Neal,27,IND,NBA,PF,51,47,35.3,7.5,15.8,0.472,0.1,0.2,0.3,7.4,15.6,0.474,0.474,5.1,7.2,0.709,2,7.3,9.3,2.6,0.5,2.3,3,3.5,20.1
2006-07,Jermaine O'Neal,28,IND,NBA,C,69,69,35.6,7.2,16.5,0.436,0,0.1,0,7.2,16.4,0.439,0.436,5,6.5,0.767,2.2,7.4,9.6,2.4,0.7,2.6,2.9,3.4,19.4
2007-08,Jermaine O'Neal,29,IND,NBA,C,42,34,28.7,5.4,12.2,0.439,0,0.1,0,5.4,12.1,0.444,0.439,2.9,3.9,0.742,2,4.8,6.7,2.2,0.5,2.1,2.5,3.1,13.6
2008-09,Jermaine O'Neal,30,TOT,NBA,C,68,61,29.8,5.4,11.3,0.474,0,0,0,5.4,11.3,0.475,0.474,2.6,3.3,0.788,1.9,4.5,6.4,1.8,0.4,2,2.1,3.1,13.3
2008-09,Jermaine O'Neal,30,TOR,NBA,C,41,34,29.7,5.4,11.3,0.473,0,0,0,5.4,11.3,0.474,0.473,2.8,3.5,0.81,1.7,5.3,7,1.6,0.4,2,2.2,3.2,13.5
2008-09,Jermaine O'Neal,30,MIA,NBA,C,27,27,30,5.4,11.3,0.475,0,0,,5.4,11.3,0.475,0.475,2.2,3,0.75,2,3.3,5.4,2,0.4,2,1.9,3,13
2009-10,Jermaine O'Neal,31,MIA,NBA,C,70,70,28.4,5.6,10.6,0.529,0,0,0,5.6,10.6,0.53,0.529,2.3,3.2,0.72,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3,13.6
2010-11,Jermaine O'Neal,32,BOS,NBA,C,24,10,18,2.1,4.5,0.459,0,0,0,2.1,4.5,0.463,0.459,1.2,1.8,0.674,1,2.6,3.7,0.5,0.1,1.3,1.1,2.7,5.4
2011-12,Jermaine O'Neal,33,BOS,NBA,C,25,24,22.8,2.1,4.8,0.433,0,0,,2.1,4.8,0.433,0.433,0.8,1.2,0.677,1.5,3.9,5.4,0.4,0.3,1.7,0.8,3.2,5
2012-13,Jermaine O'Neal,34,PHO,NBA,C,55,4,18.7,3.3,6.7,0.482,0,0,,3.3,6.7,0.482,0.482,1.7,2.1,0.835,1.5,3.8,5.3,0.8,0.3,1.4,1.3,2.3,8.3
2013-14,Jermaine O'Neal,35,GSW,NBA,PF,44,13,20.1,2.8,5.6,0.504,0,0,,2.8,5.6,0.504,0.504,2.3,3,0.75,1.9,3.6,5.5,0.6,0.3,0.9,1.2,2.3,7.9
2015-16,Karl-Anthony Towns,20,MIN,NBA,C,82,82,32,7.6,14.1,0.542,0.4,1.1,0.341,7.3,13,0.559,0.555,2.7,3.4,0.811,2.8,7.7,10.5,2,0.7,1.7,2.2,3,18.3
2016-17,Karl-Anthony Towns,21,MIN,NBA,C,82,82,37,9.8,18,0.542,1.2,3.4,0.367,8.5,14.7,0.582,0.576,4.3,5.2,0.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1
2017-18,Karl-Anthony Towns,22,MIN,NBA,C,82,82,35.6,7.8,14.3,0.545,1.5,3.5,0.421,6.3,10.8,0.585,0.596,4.2,4.9,0.858,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3
2018-19,Karl-Anthony Towns,23,MIN,NBA,C,77,77,33.1,8.8,17.1,0.518,1.8,4.6,0.4,7,12.5,0.562,0.572,4.9,5.8,0.836,3.4,9,12.4,3.4,0.9,1.6,3.1,3.8,24.4
2019-20,Karl-Anthony Towns,24,MIN,NBA,C,35,35,33.9,9,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,0.6,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
2020-21,Karl-Anthony Towns,25,MIN,NBA,C,50,50,33.8,8.5,17.5,0.486,2.4,6.3,0.387,6.1,11.2,0.541,0.555,5.3,6.2,0.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7,24.8
2021-22,Karl-Anthony Towns,26,MIN,NBA,C,74,74,33.5,8.7,16.4,0.529,2,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1,1.1,3.1,3.6,24.6
2012-13,Khris Middleton,21,DET,NBA,SG,27,0,17.6,2.3,5.2,0.44,0.5,1.7,0.311,1.8,3.6,0.5,0.489,1,1.2,0.844,0.1,1.7,1.9,1,0.6,0.1,0.4,2,6.1
2013-14,Khris Middleton,22,MIL,NBA,SF,82,64,30,4.6,10.4,0.44,1.5,3.5,0.414,3.1,6.9,0.454,0.511,1.4,1.7,0.861,0.7,3,3.8,2.1,1,0.2,1.5,3,12.1
2014-15,Khris Middleton,23,MIL,NBA,SF,79,58,30.1,5.1,11,0.467,1.4,3.4,0.407,3.8,7.6,0.494,0.53,1.7,2,0.859,0.6,3.8,4.4,2.3,1.5,0.1,1.4,2.3,13.4
2015-16,Khris Middleton,24,MIL,NBA,SG,79,79,36.1,6.4,14.5,0.444,1.8,4.6,0.396,4.6,9.9,0.466,0.507,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2
2016-17,Khris Middleton,25,MIL,NBA,SF,29,23,30.7,5.2,11.5,0.45,1.6,3.6,0.433,3.6,7.9,0.459,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7
2017-18,Khris Middleton,26,MIL,NBA,SF,82,82,36.4,7.2,15.5,0.466,1.8,5,0.359,5.5,10.5,0.517,0.524,3.9,4.4,0.884,0.5,4.7,5.2,4,1.5,0.3,2.3,3.3,20.1
2018-19,Khris Middleton,27,MIL,NBA,SF,77,77,31.1,6.6,14.9,0.441,2.3,6.2,0.378,4.2,8.8,0.485,0.519,2.8,3.4,0.837,0.6,5.3,6,4.3,1,0.1,2.3,2.2,18.3
2019-20,Khris Middleton,28,MIL,NBA,SF,62,59,29.9,7.6,15.3,0.497,2.4,5.7,0.415,5.2,9.6,0.546,0.575,3.4,3.7,0.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9
2020-21,Khris Middleton,29,MIL,NBA,SF,68,68,33.4,7.5,15.8,0.476,2.2,5.4,0.414,5.3,10.4,0.508,0.546,3.1,3.5,0.898,0.8,5.2,6,5.4,1.1,0.1,2.6,2.4,20.4
2021-22,Khris Middleton,30,MIL,NBA,SF,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1
2018-19,Luka Doncic,19,DAL,NBA,SG,72,72,32.2,7,16.5,0.427,2.3,7.1,0.327,4.7,9.3,0.503,0.497,4.8,6.7,0.713,1.2,6.6,7.8,6,1.1,0.3,3.4,1.9,21.2
2019-20,Luka Doncic,20,DAL,NBA,PG,61,61,33.6,9.5,20.6,0.463,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7,9.2,0.758,1.3,8.1,9.4,8.8,1,0.2,4.3,2.5,28.8
2020-21,Luka Doncic,21,DAL,NBA,PG,66,66,34.3,9.8,20.5,0.479,2.9,8.3,0.35,6.9,12.2,0.567,0.55,5.2,7.1,0.73,0.8,7.2,8,8.6,1,0.5,4.3,2.3,27.7
2021-22,Luka Doncic,22,DAL,NBA,PG,65,65,35.4,9.9,21.6,0.457,3.1,8.8,0.353,6.8,12.8,0.528,0.529,5.6,7.5,0.744,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4
2007-08,Marc Gasol,23,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain)
2008-09,Marc Gasol,24,MEM,NBA,C,82,75,30.7,4.3,8.1,0.53,0,0,0,4.3,8,0.53,0.53,3.4,4.6,0.733,2.5,4.9,7.4,1.7,0.8,1.1,2,3.2,11.9
2009-10,Marc Gasol,25,MEM,NBA,C,69,69,35.8,5.5,9.4,0.581,0,0,0,5.5,9.4,0.582,0.581,3.7,5.4,0.67,3,6.3,9.3,2.4,1,1.6,2,3.7,14.6
2010-11,Marc Gasol,26,MEM,NBA,C,81,81,31.9,4.5,8.5,0.527,0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7,2.5,0.9,1.7,1.8,3.3,11.7
2011-12,Marc Gasol,27,MEM,NBA,C,65,65,36.5,5.5,11.4,0.482,0,0.2,0.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1,1.9,1.9,3.1,14.6
2012-13,Marc Gasol,28,MEM,NBA,C,80,80,35,5.4,10.9,0.494,0,0.2,0.071,5.4,10.7,0.501,0.494,3.4,4,0.848,2.3,5.5,7.8,4,1,1.7,2,3.2,14.1
2013-14,Marc Gasol,29,MEM,NBA,C,59,59,33.4,5.7,12.1,0.473,0,0.2,0.182,5.7,11.9,0.477,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1,1.3,1.9,2.5,14.6
2014-15,Marc Gasol,30,MEM,NBA,C,81,81,33.2,6.5,13.2,0.494,0,0.2,0.176,6.5,13,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4
2015-16,Marc Gasol,31,MEM,NBA,C,52,52,34.4,6.3,13.6,0.464,0,0.1,0.667,6.3,13.5,0.463,0.465,3.9,4.7,0.829,1.1,5.8,7,3.8,1,1.3,2.3,2.7,16.6
2016-17,Marc Gasol,32,MEM,NBA,C,74,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5
2017-18,Marc Gasol,33,MEM,NBA,C,73,73,33,5.9,14.2,0.42,1.5,4.4,0.341,4.5,9.8,0.456,0.473,3.8,4.6,0.834,1.1,7,8.1,4.2,0.7,1.4,2.7,2.5,17.2
2018-19,Marc Gasol,34,TOT,NBA,C,79,72,30.8,4.9,11,0.448,1.3,3.5,0.363,3.7,7.6,0.487,0.505,2.4,3.2,0.759,1,6.9,7.9,4.4,1.1,1.1,2,2.7,13.6
2018-19,Marc Gasol,34,MEM,NBA,C,53,53,33.7,5.7,12.9,0.444,1.4,4.2,0.344,4.3,8.7,0.491,0.499,2.9,3.8,0.756,1.1,7.5,8.6,4.7,1.1,1.2,2.2,2.8,15.7
2018-19,Marc Gasol,34,TOR,NBA,C,26,19,24.9,3.3,7.2,0.465,0.9,2,0.442,2.5,5.2,0.474,0.527,1.5,2,0.769,0.9,5.7,6.6,3.9,0.9,0.9,1.4,2.7,9.1
2019-20,Marc Gasol,35,TOR,NBA,C,44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5
2020-21,Marc Gasol,36,LAL,NBA,C,52,42,19.1,1.7,3.7,0.454,1,2.3,0.41,0.7,1.4,0.528,0.582,0.7,1,0.72,0.7,3.4,4.1,2.1,0.5,1.1,1,2.2,5
1999-00,Richard Hamilton,21,WAS,NBA,SG,71,12,19.3,3.6,8.5,0.42,0.4,1.1,0.364,3.2,7.4,0.428,0.443,1.5,1.9,0.774,0.5,1.3,1.8,1.5,0.4,0.1,1.2,2,9
2000-01,Richard Hamilton,22,WAS,NBA,SF,78,42,32.3,7,16,0.438,0.5,1.9,0.274,6.5,14.1,0.46,0.454,3.6,4.1,0.868,1,2.1,3.1,2.9,1,0.1,2.6,2.6,18.1
2001-02,Richard Hamilton,23,WAS,NBA,SG,63,57,35,7.5,17.2,0.435,0.3,0.7,0.381,7.2,16.5,0.438,0.443,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20
2002-03,Richard Hamilton,24,DET,NBA,SG,82,82,32.2,7,15.7,0.443,0.4,1.5,0.269,6.6,14.2,0.461,0.456,5.4,6.4,0.833,1.1,2.8,3.9,2.5,0.8,0.2,2.4,3,19.7
2003-04,Richard Hamilton,25,DET,NBA,SG,78,78,35.5,6.8,14.9,0.455,0.2,0.9,0.265,6.6,14.1,0.466,0.462,3.8,4.4,0.868,1,2.6,3.6,4,1.3,0.2,2.7,2.8,17.6
2004-05,Richard Hamilton,26,DET,NBA,SG,76,76,38.5,6.7,15.3,0.44,0.5,1.6,0.305,6.2,13.7,0.455,0.455,4.8,5.6,0.858,1,2.9,3.9,4.9,1,0.2,2.9,3.1,18.7
2005-06,Richard Hamilton,27,DET,NBA,SG,80,80,35.3,8.1,16.5,0.491,0.7,1.5,0.458,7.4,15,0.494,0.512,3.2,3.8,0.845,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1
2006-07,Richard Hamilton,28,DET,NBA,SG,75,75,36.8,7.3,15.6,0.468,0.6,1.7,0.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8
2007-08,Richard Hamilton,29,DET,NBA,SG,72,72,33.7,6.9,14.3,0.484,0.9,2,0.44,6.1,12.3,0.492,0.515,2.6,3.1,0.833,1,2.2,3.3,4.2,1,0.1,1.8,2.4,17.3
2008-09,Richard Hamilton,30,DET,NBA,SG,67,51,34,7,15.6,0.447,1,2.8,0.368,5.9,12.7,0.464,0.48,3.3,3.9,0.848,0.7,2.4,3.1,4.4,0.6,0.1,2,2.6,18.3
2009-10,Richard Hamilton,31,DET,NBA,SG,46,46,33.7,6.4,15.6,0.409,0.9,3,0.297,5.5,12.6,0.435,0.437,4.4,5.2,0.846,0.7,2,2.7,4.4,0.7,0.1,2.5,2.5,18.1
2010-11,Richard Hamilton,32,DET,NBA,SG,55,39,27.2,5.2,12.2,0.429,1,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1
